,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,is_world_cup,is_qualifier,match_id,home_rank_date_used,home_rank,home_previous_rank,home_rank_change,home_total_points,home_previous_points,away_rank_date_used,away_rank,away_previous_rank,away_rank_change,away_total_points,away_previous_points,rank_advantage,points_diff,home_elo,away_elo,elo_advantage,result,home_form_sma3,home_form_sma5,home_form_sma7,home_form_ema50,home_form_ema33,home_form_ema25,away_form_sma3,away_form_sma5,away_form_sma7,away_form_ema50,away_form_ema33,away_form_ema25,form_diff_sma3,form_diff_sma5,form_diff_sma7,form_diff_ema50,form_diff_ema33,form_diff_ema25
0,2022-01-27,Jamaica,Mexico,1.0,2.0,FIFA World Cup qualification,Kingston,Jamaica,0,2022,0,1,0,2021-12-23,57.0,57.0,0.0,1412.13,1412.13,2021-12-23,14.0,14.0,0.0,1638.3,1638.76,-43.0,-226.16999999999985,1578.0,1839.0,-261.0,-1,,,,,,,,,,,,,,,,,,
1,2022-01-27,Chile,Argentina,1.0,2.0,FIFA World Cup qualification,Calama,Chile,0,2022,0,1,1,2021-12-23,24.0,24.0,0.0,1543.42,1541.33,2021-12-23,5.0,5.0,0.0,1750.51,1750.51,-19.0,-207.08999999999992,1813.0,2101.0,-288.0,-1,,,,,,,,,,,,,,,,,,
2,2022-01-27,Paraguay,Uruguay,0.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,0,2022,0,1,2,2021-12-23,43.0,43.0,0.0,1454.52,1454.52,2021-12-23,17.0,17.0,0.0,1596.66,1596.66,-26.0,-142.1400000000001,1729.0,1847.0,-118.0,-1,,,,,,,,,,,,,,,,,,
3,2022-01-27,Ecuador,Brazil,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,0,2022,0,1,3,2021-12-23,46.0,46.0,0.0,1448.27,1448.74,2021-12-23,2.0,2.0,0.0,1826.35,1826.35,-44.0,-378.0799999999999,1849.0,2149.0,-300.0,0,,,,,,,,,,,,,,,,,,
4,2022-01-27,Saudi Arabia,Oman,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,0,2022,0,1,4,2021-12-23,51.0,48.0,-3.0,1434.71,1441.17,2021-12-23,79.0,78.0,-1.0,1306.01,1307.09,28.0,128.70000000000005,1629.0,1496.0,133.0,1,,,,,,,,,,,,,,,,,,
5,2022-01-27,Japan,China PR,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,0,2022,0,1,5,2021-12-23,26.0,26.0,0.0,1531.53,1531.53,2021-12-23,74.0,74.0,0.0,1337.33,1337.33,48.0,194.20000000000005,1760.0,1473.0,287.0,1,,,,,,,,,,,,,,,,,,
6,2022-01-27,Australia,Vietnam,4.0,0.0,FIFA World Cup qualification,Melbourne,Australia,0,2022,0,1,6,2021-12-23,35.0,35.0,0.0,1484.88,1484.88,2021-12-23,98.0,99.0,1.0,1212.54,1209.22,63.0,272.34000000000015,1735.0,1425.0,310.0,1,,,,,,,,,,,,,,,,,,
7,2022-01-27,Iran,Iraq,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,0,2022,0,1,7,2021-12-23,21.0,21.0,0.0,1557.58,1557.58,2021-12-23,75.0,75.0,0.0,1333.03,1335.58,54.0,224.54999999999995,1837.0,1551.0,286.0,1,,,,,,,,,,,,,,,,,,
8,2022-01-27,Lebanon,South Korea,0.0,1.0,FIFA World Cup qualification,Sidon,Lebanon,0,2022,0,1,8,2021-12-23,95.0,94.0,-1.0,1233.0,1233.76,2021-12-23,33.0,33.0,0.0,1507.24,1507.24,-62.0,-274.24,1407.0,1788.0,-381.0,-1,,,,,,,,,,,,,,,,,,
9,2022-01-27,Costa Rica,Panama,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,0,2022,0,1,9,2021-12-23,49.0,49.0,0.0,1437.43,1437.43,2021-12-23,63.0,63.0,0.0,1379.34,1379.34,14.0,58.09000000000015,1743.0,1627.0,116.0,1,,,,,,,,,,,,,,,,,,
10,2022-01-27,Honduras,Canada,0.0,2.0,FIFA World Cup qualification,San Pedro Sula,Honduras,0,2022,0,1,10,2021-12-23,76.0,76.0,0.0,1332.16,1332.16,2021-12-23,40.0,40.0,0.0,1462.32,1462.32,-36.0,-130.15999999999983,1604.0,1784.0,-180.0,-1,,,,,,,,,,,,,,,,,,
11,2022-01-27,United States,El Salvador,1.0,0.0,FIFA World Cup qualification,Columbus,United States,0,2022,0,1,11,2021-12-23,11.0,12.0,1.0,1648.51,1647.14,2021-12-23,70.0,69.0,-1.0,1349.47,1350.63,59.0,299.04,1858.0,1466.0,392.0,1,,,,,,,,,,,,,,,,,,
12,2022-01-27,United Arab Emirates,Syria,2.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,0,2022,0,1,12,2021-12-23,69.0,70.0,1.0,1350.39,1350.41,2021-12-23,86.0,85.0,-1.0,1268.54,1269.96,17.0,81.85000000000014,1474.0,1481.0,-7.0,1,,,,,,,,,,,,,,,,,,
13,2022-01-28,Colombia,Peru,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,0,2022,0,1,13,2021-12-23,16.0,16.0,0.0,1607.15,1607.15,2021-12-23,22.0,22.0,0.0,1551.15,1551.15,6.0,56.0,1904.0,1792.0,112.0,-1,,,,,,,,,,,,,,,,,,
14,2022-01-28,Venezuela,Bolivia,4.0,1.0,FIFA World Cup qualification,Barinas,Venezuela,0,2022,0,1,14,2021-12-23,59.0,59.0,0.0,1409.14,1409.14,2021-12-23,77.0,77.0,0.0,1324.21,1324.21,18.0,84.93000000000006,1801.0,1582.0,219.0,1,,,,,,,,,,,,,,,,,,
15,2022-01-30,Honduras,El Salvador,0.0,2.0,FIFA World Cup qualification,San Pedro Sula,Honduras,0,2022,0,1,15,2021-12-23,76.0,76.0,0.0,1332.16,1332.16,2021-12-23,70.0,69.0,-1.0,1349.47,1350.63,-6.0,-17.309999999999945,1604.0,1466.0,138.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2022-01-30,Panama,Jamaica,3.0,2.0,FIFA World Cup qualification,Panama City,Panama,0,2022,0,1,16,2021-12-23,63.0,63.0,0.0,1379.34,1379.34,2021-12-23,57.0,57.0,0.0,1412.13,1412.13,-6.0,-32.79000000000019,1627.0,1578.0,49.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2022-01-30,Canada,United States,2.0,0.0,FIFA World Cup qualification,Hamilton,Canada,0,2022,0,1,17,2021-12-23,40.0,40.0,0.0,1462.32,1462.32,2021-12-23,11.0,12.0,1.0,1648.51,1647.14,-29.0,-186.19000000000003,1784.0,1858.0,-74.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2022-01-30,Mexico,Costa Rica,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,0,2022,0,1,18,2021-12-23,14.0,14.0,0.0,1638.3,1638.76,2021-12-23,49.0,49.0,0.0,1437.43,1437.43,35.0,200.8699999999999,1839.0,1743.0,96.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2022-02-01,Lebanon,Iraq,1.0,1.0,FIFA World Cup qualification,Sidon,Lebanon,0,2022,0,1,19,2021-12-23,95.0,94.0,-1.0,1233.0,1233.76,2021-12-23,75.0,75.0,0.0,1333.03,1335.58,-20.0,-100.02999999999996,1407.0,1551.0,-144.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2022-02-01,Iran,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,0,2022,0,1,20,2021-12-23,21.0,21.0,0.0,1557.58,1557.58,2021-12-23,69.0,70.0,1.0,1350.39,1350.41,48.0,207.18999999999983,1837.0,1474.0,363.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2022-02-01,Syria,South Korea,0.0,2.0,FIFA World Cup qualification,Dubai,United Arab Emirates,1,2022,0,1,21,2021-12-23,86.0,85.0,-1.0,1268.54,1269.96,2021-12-23,33.0,33.0,0.0,1507.24,1507.24,-53.0,-238.70000000000005,1481.0,1788.0,-307.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
22,2022-02-01,Vietnam,China PR,3.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,0,2022,0,1,22,2021-12-23,98.0,99.0,1.0,1212.54,1209.22,2021-12-23,74.0,74.0,0.0,1337.33,1337.33,-24.0,-124.78999999999996,1425.0,1473.0,-48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2022-02-01,Japan,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,0,2022,0,1,23,2021-12-23,26.0,26.0,0.0,1531.53,1531.53,2021-12-23,51.0,48.0,-3.0,1434.71,1441.17,25.0,96.81999999999994,1760.0,1629.0,131.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2022-02-01,Oman,Australia,2.0,2.0,FIFA World Cup qualification,Muscat,Oman,0,2022,0,1,24,2021-12-23,79.0,78.0,-1.0,1306.01,1307.09,2021-12-23,35.0,35.0,0.0,1484.88,1484.88,-44.0,-178.87000000000012,1496.0,1735.0,-239.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
25,2022-02-01,Bolivia,Chile,2.0,3.0,FIFA World Cup qualification,La Paz,Bolivia,0,2022,0,1,25,2021-12-23,77.0,77.0,0.0,1324.21,1324.21,2021-12-23,24.0,24.0,0.0,1543.42,1541.33,-53.0,-219.21000000000004,1582.0,1813.0,-231.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2022-02-01,Uruguay,Venezuela,4.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,0,2022,0,1,26,2021-12-23,17.0,17.0,0.0,1596.66,1596.66,2021-12-23,59.0,59.0,0.0,1409.14,1409.14,42.0,187.52,1847.0,1801.0,46.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2022-02-01,Argentina,Colombia,1.0,0.0,FIFA World Cup qualification,Córdoba,Argentina,0,2022,0,1,27,2021-12-23,5.0,5.0,0.0,1750.51,1750.51,2021-12-23,16.0,16.0,0.0,1607.15,1607.15,11.0,143.3599999999999,2101.0,1904.0,197.0,1,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
28,2022-02-01,Peru,Ecuador,1.0,1.0,FIFA World Cup qualification,Lima,Peru,0,2022,0,1,28,2021-12-23,22.0,22.0,0.0,1551.15,1551.15,2021-12-23,46.0,46.0,0.0,1448.27,1448.74,24.0,102.88000000000012,1792.0,1849.0,-57.0,0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
29,2022-02-01,Brazil,Paraguay,4.0,0.0,FIFA World Cup qualification,Belo Horizonte,Brazil,0,2022,0,1,29,2021-12-23,2.0,2.0,0.0,1826.35,1826.35,2021-12-23,43.0,43.0,0.0,1454.52,1454.52,41.0,371.8299999999999,2149.0,1729.0,420.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
30,2022-02-02,Mexico,Panama,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,0,2022,0,1,30,2021-12-23,14.0,14.0,0.0,1638.3,1638.76,2021-12-23,63.0,63.0,0.0,1379.34,1379.34,49.0,258.96000000000004,1839.0,1627.0,212.0,1,2.0,2.0,2.0,2.0,2.333333333333333,2.5,1.5,1.5,1.5,1.5,0.9999999999999998,0.75,0.5,0.5,0.5,0.5,1.3333333333333333,1.75
31,2022-02-02,El Salvador,Canada,0.0,2.0,FIFA World Cup qualification,San Salvador,El Salvador,0,2022,0,1,31,2021-12-23,70.0,69.0,-1.0,1349.47,1350.63,2021-12-23,40.0,40.0,0.0,1462.32,1462.32,-30.0,-112.84999999999992,1466.0,1784.0,-318.0,-1,1.5,1.5,1.5,1.5,0.9999999999999998,0.75,3.0,3.0,3.0,3.0,3.0,3.0,-1.5,-1.5,-1.5,-1.5,-2.0,-2.25
32,2022-02-02,United States,Honduras,3.0,0.0,FIFA World Cup qualification,Saint Paul,United States,0,2022,0,1,32,2021-12-23,11.0,12.0,1.0,1648.51,1647.14,2021-12-23,76.0,76.0,0.0,1332.16,1332.16,65.0,316.3499999999999,1858.0,1604.0,254.0,1,1.5,1.5,1.5,1.5,2.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,2.0,2.25
33,2022-02-02,Jamaica,Costa Rica,0.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,0,2022,0,1,33,2021-12-23,57.0,57.0,0.0,1412.13,1412.13,2021-12-23,49.0,49.0,0.0,1437.43,1437.43,-8.0,-25.299999999999955,1578.0,1743.0,-165.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.333333333333333,2.5,-2.0,-2.0,-2.0,-2.0,-2.333333333333333,-2.5
34,2022-03-18,Papua New Guinea,New Zealand,0.0,1.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,35,2022-02-10,165.0,165.0,0.0,990.55,990.55,2022-02-10,111.0,110.0,-1.0,1161.66,1165.81,-54.0,-171.11000000000013,1098.0,1528.0,-430.0,-1,,,,,,,,,,,,,,,,,,
35,2022-03-18,New Caledonia,Fiji,1.0,2.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,36,2022-02-10,153.0,153.0,0.0,1035.12,1035.12,2022-02-10,162.0,161.0,-1.0,996.27,996.27,9.0,38.84999999999991,1219.0,1236.0,-17.0,-1,,,,,,,,,,,,,,,,,,
36,2022-03-21,Papua New Guinea,New Caledonia,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,37,2022-02-10,165.0,165.0,0.0,990.55,990.55,2022-02-10,153.0,153.0,0.0,1035.12,1035.12,-12.0,-44.569999999999936,1098.0,1219.0,-121.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2022-03-21,New Zealand,Fiji,4.0,0.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,38,2022-02-10,111.0,110.0,-1.0,1161.66,1165.81,2022-02-10,162.0,161.0,-1.0,996.27,996.27,51.0,165.3900000000001,1528.0,1236.0,292.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2022-03-24,Vietnam,Oman,0.0,1.0,FIFA World Cup qualification,Hanoi,Vietnam,0,2022,0,1,39,2022-02-10,98.0,98.0,0.0,1218.55,1212.54,2022-02-10,79.0,79.0,0.0,1301.0,1306.01,-19.0,-82.45000000000005,1425.0,1496.0,-71.0,-1,1.5,1.5,1.5,1.5,0.9999999999999998,0.75,0.5,0.5,0.5,0.5,0.33333333333333326,0.25,1.0,1.0,1.0,1.0,0.6666666666666665,0.5
39,2022-03-24,Portugal,Turkey,3.0,1.0,FIFA World Cup qualification,Porto,Portugal,0,2022,0,1,40,2022-02-10,8.0,8.0,0.0,1660.25,1660.25,2022-02-10,39.0,37.0,-2.0,1472.72,1472.72,31.0,187.53,1972.0,1726.0,246.0,1,,,,,,,,,,,,,,,,,,
40,2022-03-24,Italy,North Macedonia,0.0,1.0,FIFA World Cup qualification,Palermo,Italy,0,2022,0,1,41,2022-02-10,6.0,6.0,0.0,1740.77,1740.77,2022-02-10,67.0,67.0,0.0,1367.23,1367.23,61.0,373.54,2006.0,1562.0,444.0,-1,,,,,,,,,,,,,,,,,,
41,2022-03-24,Uruguay,Peru,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,0,2022,0,1,42,2022-02-10,16.0,17.0,1.0,1614.05,1596.66,2022-02-10,22.0,22.0,0.0,1563.45,1551.15,6.0,50.59999999999991,1847.0,1792.0,55.0,1,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.333333333333333,2.5,1.0,1.0,1.0,1.0,0.666666666666667,0.5
42,2022-03-24,Paraguay,Ecuador,3.0,1.0,FIFA World Cup qualification,Ciudad del Este,Paraguay,0,2022,0,1,43,2022-02-10,50.0,43.0,-7.0,1440.53,1454.52,2022-02-10,44.0,46.0,2.0,1458.63,1448.27,-6.0,-18.100000000000136,1729.0,1849.0,-120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
43,2022-03-24,Brazil,Chile,4.0,0.0,FIFA World Cup qualification,Rio de Janeiro,Brazil,0,2022,0,1,44,2022-02-10,2.0,2.0,0.0,1823.42,1826.35,2022-02-10,26.0,24.0,-2.0,1543.16,1543.42,24.0,280.26,2149.0,1813.0,336.0,1,2.0,2.0,2.0,2.0,1.6666666666666665,1.5,1.5,1.5,1.5,1.5,0.9999999999999998,0.75,0.5,0.5,0.5,0.5,0.6666666666666667,0.75
44,2022-03-24,Colombia,Bolivia,3.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,0,2022,0,1,45,2022-02-10,19.0,16.0,-3.0,1585.89,1607.15,2022-02-10,76.0,77.0,1.0,1308.12,1324.21,57.0,277.7700000000002,1904.0,1582.0,322.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2022-03-24,New Zealand,New Caledonia,7.0,1.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,46,2022-02-10,111.0,110.0,-1.0,1161.66,1165.81,2022-02-10,153.0,153.0,0.0,1035.12,1035.12,42.0,126.5400000000002,1528.0,1220.0,308.0,1,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
46,2022-03-24,Fiji,Papua New Guinea,1.0,2.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,47,2022-02-10,162.0,161.0,-1.0,996.27,996.27,2022-02-10,165.0,165.0,0.0,990.55,990.55,3.0,5.720000000000027,1250.0,1173.0,77.0,-1,1.5,1.5,1.5,1.5,2.0,2.25,1.5,1.5,1.5,1.5,0.9999999999999998,0.75,0.0,0.0,0.0,0.0,1.0000000000000002,1.5
47,2022-03-24,Solomon Islands,Tahiti,3.0,1.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,48,2022-02-10,142.0,141.0,-1.0,1072.78,1072.78,2022-02-10,159.0,159.0,0.0,1014.27,1014.27,17.0,58.50999999999999,1196.0,1250.0,-54.0,1,,,,,,,,,,,,,,,,,,
48,2022-03-24,China PR,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,Sharjah,United Arab Emirates,1,2022,0,1,49,2022-02-10,75.0,74.0,-1.0,1313.81,1337.33,2022-02-10,53.0,51.0,-2.0,1433.95,1434.71,-22.0,-120.1400000000001,1473.0,1629.0,-156.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,2.0,2.25,-1.5,-1.5,-1.5,-1.5,-2.0,-2.25
49,2022-03-24,Sweden,Czech Republic,1.0,0.0,FIFA World Cup qualification,Stockholm,Sweden,0,2022,0,1,50,2022-02-10,17.0,18.0,1.0,1588.26,1588.26,2022-02-10,31.0,32.0,1.0,1510.42,1510.42,14.0,77.83999999999992,1820.0,1744.0,76.0,1,,,,,,,,,,,,,,,,,,
50,2022-03-24,South Korea,Iran,2.0,0.0,FIFA World Cup qualification,Seoul,South Korea,0,2022,0,1,51,2022-02-10,29.0,33.0,4.0,1522.85,1507.24,2022-02-10,21.0,21.0,0.0,1572.89,1557.58,-8.0,-50.04000000000019,1788.0,1837.0,-49.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2022-03-24,Iraq,United Arab Emirates,1.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,1,2022,0,1,52,2022-02-10,74.0,75.0,1.0,1325.44,1333.03,2022-02-10,69.0,69.0,0.0,1353.1,1350.39,-5.0,-27.65999999999985,1551.0,1474.0,77.0,1,0.5,0.5,0.5,0.5,0.33333333333333326,0.25,1.5,1.5,1.5,1.5,2.0,2.25,-1.0,-1.0,-1.0,-1.0,-1.6666666666666667,-2.0
52,2022-03-24,Lebanon,Syria,0.0,3.0,FIFA World Cup qualification,Sidon,Lebanon,0,2022,0,1,53,2022-02-10,95.0,95.0,0.0,1228.97,1233.0,2022-02-10,91.0,86.0,-5.0,1251.22,1268.54,-4.0,-22.25,1407.0,1481.0,-74.0,-1,0.5,0.5,0.5,0.5,0.33333333333333326,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.33333333333333326,0.25
53,2022-03-24,Costa Rica,Canada,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,0,2022,0,1,54,2022-02-10,42.0,49.0,7.0,1464.06,1437.43,2022-02-10,33.0,40.0,7.0,1497.82,1462.32,-9.0,-33.75999999999999,1743.0,1784.0,-41.0,1,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.5,2.5555555555555554,2.625,3.0,3.0,3.0,3.0,3.0,3.0,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,-0.5,-0.44444444444444464,-0.375
54,2022-03-24,Panama,Honduras,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,0,2022,0,1,55,2022-02-10,63.0,63.0,0.0,1375.56,1379.34,2022-02-10,78.0,76.0,-2.0,1303.96,1332.16,15.0,71.59999999999991,1627.0,1604.0,23.0,0,1.0,1.0,1.0,0.75,0.6666666666666666,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.5625
55,2022-03-24,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,0,2022,0,1,56,2022-02-10,12.0,14.0,2.0,1647.9,1638.3,2022-02-10,13.0,11.0,-2.0,1643.34,1648.51,1.0,4.560000000000173,1839.0,1858.0,-19.0,0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.5,2.5555555555555554,2.625,2.0,2.0,2.0,2.25,2.333333333333333,2.4375,0.3333333333333335,0.3333333333333335,0.3333333333333335,0.25,0.22222222222222232,0.1875
56,2022-03-24,Jamaica,El Salvador,1.0,1.0,FIFA World Cup qualification,Kingston,Jamaica,0,2022,0,1,57,2022-02-10,62.0,57.0,-5.0,1378.62,1412.13,2022-02-10,70.0,70.0,0.0,1346.04,1349.47,8.0,32.57999999999993,1578.0,1466.0,112.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.5625,-1.0,-1.0,-1.0,-0.75,-0.6666666666666666,-0.5625
57,2022-03-24,Australia,Japan,0.0,2.0,FIFA World Cup qualification,Sydney,Australia,0,2022,0,1,58,2022-02-10,37.0,35.0,-2.0,1486.86,1484.88,2022-02-10,23.0,26.0,3.0,1549.82,1531.53,-14.0,-62.96000000000004,1735.0,1760.0,-25.0,-1,2.0,2.0,2.0,2.0,2.333333333333333,2.5,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,-1.0,-0.666666666666667,-0.5
58,2022-03-24,Wales,Austria,2.0,1.0,FIFA World Cup qualification,Cardiff,Wales,0,2022,0,1,59,2022-02-10,20.0,19.0,-1.0,1578.01,1578.01,2022-02-10,30.0,31.0,1.0,1511.56,1511.56,10.0,66.45000000000005,1827.0,1730.0,97.0,1,,,,,,,,,,,,,,,,,,
59,2022-03-25,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,0,2022,0,1,60,2022-02-10,4.0,5.0,1.0,1766.99,1750.51,2022-02-10,58.0,59.0,1.0,1411.45,1409.14,54.0,355.54,2101.0,1801.0,300.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1.5,1.5,1.5,1.5,2.0,2.25,1.5,1.5,1.5,1.5,1.0,0.75
60,2022-03-25,Ghana,Nigeria,0.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,0,2022,0,1,61,2022-02-10,61.0,52.0,-9.0,1381.45,1428.97,2022-02-10,32.0,36.0,4.0,1509.91,1478.78,-29.0,-128.46000000000004,1600.0,1657.0,-57.0,0,,,,,,,,,,,,,,,,,,
61,2022-03-25,Mali,Tunisia,0.0,1.0,FIFA World Cup qualification,Bamako,Mali,0,2022,0,1,62,2022-02-10,48.0,53.0,5.0,1446.49,1427.98,2022-02-10,36.0,30.0,-6.0,1489.92,1512.72,-12.0,-43.430000000000064,1574.0,1638.0,-64.0,-1,,,,,,,,,,,,,,,,,,
62,2022-03-25,DR Congo,Morocco,1.0,1.0,FIFA World Cup qualification,Kinshasa,DR Congo,0,2022,0,1,63,2022-02-10,66.0,64.0,-2.0,1369.53,1375.64,2022-02-10,24.0,28.0,4.0,1547.42,1529.93,-42.0,-177.8900000000001,1509.0,1764.0,-255.0,0,,,,,,,,,,,,,,,,,,
63,2022-03-25,Egypt,Senegal,1.0,0.0,FIFA World Cup qualification,Cairo,Egypt,0,2022,0,1,64,2022-02-10,34.0,45.0,11.0,1497.05,1451.77,2022-02-10,18.0,20.0,2.0,1587.78,1561.68,-16.0,-90.73000000000002,1658.0,1702.0,-44.0,1,,,,,,,,,,,,,,,,,,
64,2022-03-25,Cameroon,Algeria,0.0,1.0,FIFA World Cup qualification,Douala,Cameroon,0,2022,0,1,65,2022-02-10,38.0,50.0,12.0,1480.82,1437.35,2022-02-10,43.0,29.0,-14.0,1460.93,1516.51,5.0,19.88999999999988,1588.0,1799.0,-211.0,-1,,,,,,,,,,,,,,,,,,
65,2022-03-27,New Zealand,Tahiti,1.0,0.0,FIFA World Cup qualification,Doha,Qatar,1,2022,0,1,66,2022-02-10,111.0,110.0,-1.0,1161.66,1165.81,2022-02-10,159.0,159.0,0.0,1014.27,1014.27,48.0,147.3900000000001,1528.0,1250.0,278.0,1,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
66,2022-03-27,United States,Panama,5.0,1.0,FIFA World Cup qualification,Orlando,United States,0,2022,0,1,67,2022-02-10,13.0,11.0,-2.0,1643.34,1648.51,2022-02-10,63.0,63.0,0.0,1375.56,1379.34,50.0,267.78,1858.0,1627.0,231.0,1,1.3333333333333333,1.75,1.75,1.625,1.8888888888888888,2.078125,1.3333333333333333,1.0,1.0,0.875,0.7777777777777777,0.671875,0.0,0.75,0.75,0.75,1.1111111111111112,1.40625
